ZIPCode,State,ZIPCodeType,POName,PrimaryRUCA,SecondaryRUCA
35270,AL,Post Office or large volume customer,Birmingham,1,1
35282,AL,Post Office or large volume customer,Birmingham,1,1
35283,AL,Post Office or large volume customer,Birmingham,1,1
35285,AL,Post Office or large volume customer,Birmingham,1,1
35287,AL,Post Office or large volume customer,Birmingham,1,1
35288,AL,Post Office or large volume customer,Birmingham,1,1
35290,AL,Post Office or large volume customer,Birmingham,1,1
35291,AL,Post Office or large volume customer,Birmingham,1,1
35292,AL,Post Office or large volume customer,Birmingham,1,1
35293,AL,Post Office or large volume customer,Birmingham,1,1
35294,AL,ZIP Code Area,Birmingham,1,1
35295,AL,Post Office or large volume customer,Birmingham,1,1
35296,AL,Post Office or large volume customer,Birmingham,1,1
35297,AL,Post Office or large volume customer,Birmingham,1,1
35298,AL,Post Office or large volume customer,Birmingham,1,1
35401,AL,ZIP Code Area,Tuscaloosa,1,1
35402,AL,Post Office or large volume customer,Tuscaloosa,1,1
35403,AL,Post Office or large volume customer,Tuscaloosa,1,1
35404,AL,ZIP Code Area,Tuscaloosa,1,1
35405,AL,ZIP Code Area,Tuscaloosa,1,1
35406,AL,ZIP Code Area,Tuscaloosa,1,1
35407,AL,Post Office or large volume customer,Tuscaloosa,1,1
35440,AL,Post Office or large volume customer,Abernant,2,2
35441,AL,ZIP Code Area,Akron,2,2
35442,AL,ZIP Code Area,Aliceville,10,10.1
35443,AL,ZIP Code Area,Boligee,8,8
35444,AL,ZIP Code Area,Brookwood,2,2
35446,AL,ZIP Code Area,Buhl,2,2
35447,AL,ZIP Code Area,Carrollton,2,2
35448,AL,Post Office or large volume customer,Clinton,2,2
35449,AL,Post Office or large volume customer,Coaling,1,1
35452,AL,ZIP Code Area,Coker,2,2
35453,AL,ZIP Code Area,Cottondale,2,2
35456,AL,ZIP Code Area,Duncanville,2,2
35457,AL,ZIP Code Area,Echola,2,2
35458,AL,ZIP Code Area,Elrod,2,2
35459,AL,ZIP Code Area,Emelle,10,10
35460,AL,ZIP Code Area,Epes,10,10
35461,AL,ZIP Code Area,Ethelsville,5,5
35462,AL,ZIP Code Area,Eutaw,2,2
35463,AL,ZIP Code Area,Fosters,2,2
35464,AL,ZIP Code Area,Gainesville,10,10
35466,AL,ZIP Code Area,Gordo,2,2
35469,AL,ZIP Code Area,Knoxville,2,2
35470,AL,ZIP Code Area,Livingston,10,10
35471,AL,Post Office or large volume customer,Mc Shan,5,5
35473,AL,ZIP Code Area,Northport,1,1
35474,AL,ZIP Code Area,Moundville,2,2
35475,AL,ZIP Code Area,Northport,2,2
35476,AL,ZIP Code Area,Northport,1,1
35477,AL,Post Office or large volume customer,Panola,10,10
35478,AL,Post Office or large volume customer,Peterson,2,2
35480,AL,ZIP Code Area,Ralph,2,2
35481,AL,ZIP Code Area,Reform,2,2
35482,AL,Post Office or large volume customer,Samantha,2,2
35486,AL,Post Office or large volume customer,Tuscaloosa,1,1
35487,AL,Post Office or large volume customer,Tuscaloosa,1,1
35490,AL,ZIP Code Area,Vance,2,2
35491,AL,Post Office or large volume customer,West Greene,2,2
35501,AL,ZIP Code Area,Jasper,4,4
35502,AL,Post Office or large volume customer,Jasper,4,4
35503,AL,ZIP Code Area,Jasper,3,3
35504,AL,ZIP Code Area,Jasper,4,4
35540,AL,ZIP Code Area,Addison,10,10
35541,AL,ZIP Code Area,Arley,10,10
35542,AL,ZIP Code Area,Bankston,2,2
35543,AL,ZIP Code Area,Bear Creek,10,10
35544,AL,ZIP Code Area,Beaverton,10,10
35545,AL,Post Office or large volume customer,Belk,10,10
35546,AL,ZIP Code Area,Berry,2,2
35548,AL,ZIP Code Area,Brilliant,10,10
35549,AL,ZIP Code Area,Carbon Hill,10,10
35550,AL,ZIP Code Area,Cordova,5,5
35551,AL,Post Office or large volume customer,Delmar,10,10
35552,AL,ZIP Code Area,Detroit,10,10
35553,AL,ZIP Code Area,Double Springs,10,10
35554,AL,ZIP Code Area,Eldridge,10,10
35555,AL,ZIP Code Area,Fayette,10,10
35559,AL,Post Office or large volume customer,Glen Allen,6,6
35560,AL,Post Office or large volume customer,Goodsprings,2,2
35563,AL,ZIP Code Area,Guin,10,10
35564,AL,ZIP Code Area,Hackleburg,10,10
35565,AL,ZIP Code Area,Haleyville,10,10
35570,AL,ZIP Code Area,Hamilton,10,10
35571,AL,ZIP Code Area,Hodges,10,10
35572,AL,ZIP Code Area,Houston,10,10
35573,AL,Post Office or large volume customer,Kansas,10,10
35574,AL,ZIP Code Area,Kennedy,5,5
35575,AL,ZIP Code Area,Lynn,10,10
35576,AL,ZIP Code Area,Millport,5,5
35577,AL,Post Office or large volume customer,Natural Bridge,10,10
35578,AL,ZIP Code Area,Nauvoo,10,10.2
35579,AL,ZIP Code Area,Oakman,2,2
35580,AL,ZIP Code Area,Parrish,2,2
35581,AL,ZIP Code Area,Phil Campbell,9,9
35582,AL,ZIP Code Area,Red Bay,10,10
35584,AL,Post Office or large volume customer,Sipsey,5,5
35585,AL,ZIP Code Area,Spruce Pine,10,10
35586,AL,ZIP Code Area,Sulligent,10,10
35587,AL,ZIP Code Area,Townley,5,5
35592,AL,ZIP Code Area,Vernon,10,10
35593,AL,ZIP Code Area,Vina,10,10
35594,AL,ZIP Code Area,Winfield,10,10
35601,AL,ZIP Code Area,Decatur,1,1
35602,AL,Post Office or large volume customer,Decatur,1,1
35603,AL,ZIP Code Area,Decatur,1,1
35609,AL,Post Office or large volume customer,Decatur,1,1
35610,AL,ZIP Code Area,Anderson,2,2
35611,AL,ZIP Code Area,Athens,4,4.1
35612,AL,Post Office or large volume customer,Athens,4,4.1
35613,AL,ZIP Code Area,Athens,1,1
35614,AL,ZIP Code Area,Athens,5,5
35615,AL,Post Office or large volume customer,Belle Mina,1,1
35616,AL,ZIP Code Area,Cherokee,2,2
35617,AL,Post Office or large volume customer,Cloverdale,2,2
35618,AL,ZIP Code Area,Courtland,2,2
35619,AL,ZIP Code Area,Danville,2,2
35620,AL,ZIP Code Area,Elkmont,10,10
35621,AL,ZIP Code Area,Eva,6,6
35622,AL,ZIP Code Area,Falkville,2,2
35630,AL,ZIP Code Area,Florence,1,1
35631,AL,Post Office or large volume customer,Florence,1,1
35632,AL,Post Office or large volume customer,Florence,1,1
35633,AL,ZIP Code Area,Florence,2,2
35634,AL,ZIP Code Area,Florence,2,2
35640,AL,ZIP Code Area,Hartselle,2,2
35643,AL,ZIP Code Area,Hillsboro,2,2
35645,AL,ZIP Code Area,Killen,2,2
35646,AL,ZIP Code Area,Leighton,2,2
35647,AL,ZIP Code Area,Lester,5,5
35648,AL,ZIP Code Area,Lexington,2,2
35649,AL,Post Office or large volume customer,Mooresville,1,1
35650,AL,ZIP Code Area,Moulton,2,2
35651,AL,ZIP Code Area,Mount Hope,3,3
35652,AL,ZIP Code Area,Rogersville,2,2
35653,AL,ZIP Code Area,Russellville,2,2
35654,AL,ZIP Code Area,Russellville,2,2
35660,AL,ZIP Code Area,Sheffield,1,1
35661,AL,ZIP Code Area,Muscle Shoals,1,1
35662,AL,Post Office or large volume customer,Muscle Shoals,1,1
35670,AL,ZIP Code Area,Somerville,3,3
35671,AL,ZIP Code Area,Tanner,2,2
35672,AL,ZIP Code Area,Town Creek,3,3
35673,AL,ZIP Code Area,Trinity,2,2
35674,AL,ZIP Code Area,Tuscumbia,1,1
35677,AL,ZIP Code Area,Waterloo,2,2
35699,AL,Post Office or large volume customer,Decatur,1,1
35739,AL,ZIP Code Area,Ardmore,2,2
35740,AL,ZIP Code Area,Bridgeport,2,2
35741,AL,ZIP Code Area,Brownsboro,2,2
35742,AL,Post Office or large volume customer,Capshaw,1,1
35744,AL,ZIP Code Area,Dutton,6,6
35745,AL,ZIP Code Area,Estillfork,3,3
35746,AL,ZIP Code Area,Fackler,6,6
35747,AL,ZIP Code Area,Grant,2,2
35748,AL,ZIP Code Area,Gurley,2,2
35749,AL,ZIP Code Area,Harvest,1,1
35750,AL,ZIP Code Area,Hazel Green,2,2
35751,AL,ZIP Code Area,Hollytree,3,3
35752,AL,ZIP Code Area,Hollywood,6,6
35754,AL,ZIP Code Area,Laceys Spring,2,2
35755,AL,ZIP Code Area,Langston,5,5
35756,AL,ZIP Code Area,Madison,1,1
35757,AL,ZIP Code Area,Madison,1,1
35758,AL,ZIP Code Area,Madison,1,1
35759,AL,ZIP Code Area,Meridianville,1,1
35760,AL,ZIP Code Area,New Hope,2,2
35761,AL,ZIP Code Area,New Market,2,2
35762,AL,Post Office or large volume customer,Normal,1,1
35763,AL,ZIP Code Area,Owens Cross Roads,2,2
35764,AL,ZIP Code Area,Paint Rock,2,2
35765,AL,ZIP Code Area,Pisgah,6,6
35766,AL,ZIP Code Area,Princeton,3,3
35767,AL,Post Office or large volume customer,Ryland,2,2
35768,AL,ZIP Code Area,Scottsboro,4,4
35769,AL,ZIP Code Area,Scottsboro,5,5
35771,AL,ZIP Code Area,Section,10,10
35772,AL,ZIP Code Area,Stevenson,3,3
35773,AL,ZIP Code Area,Toney,2,2
35774,AL,ZIP Code Area,Trenton,3,3
35775,AL,ZIP Code Area,Valhermoso Springs,2,2
35776,AL,ZIP Code Area,Woodville,2,2
35801,AL,ZIP Code Area,Huntsville,1,1
35802,AL,ZIP Code Area,Huntsville,1,1
35803,AL,ZIP Code Area,Huntsville,1,1
35804,AL,Post Office or large volume customer,Huntsville,1,1
35805,AL,ZIP Code Area,Huntsville,1,1
35806,AL,ZIP Code Area,Huntsville,1,1
35807,AL,Post Office or large volume customer,Huntsville,1,1
35808,AL,ZIP Code Area,Huntsville,1,1
35809,AL,Post Office or large volume customer,Huntsville,1,1
35810,AL,ZIP Code Area,Huntsville,1,1
35811,AL,ZIP Code Area,Huntsville,1,1
35812,AL,Post Office or large volume customer,Huntsville,1,1
35813,AL,Post Office or large volume customer,Huntsville,1,1
35814,AL,Post Office or large volume customer,Huntsville,1,1
35815,AL,Post Office or large volume customer,Huntsville,1,1
35816,AL,ZIP Code Area,Huntsville,1,1
35824,AL,ZIP Code Area,Huntsville,1,1
35893,AL,Post Office or large volume customer,Huntsville,1,1
35894,AL,Post Office or large volume customer,Huntsville,1,1
35895,AL,Post Office or large volume customer,Huntsville,1,1
35896,AL,Post Office or large volume customer,Huntsville,1,1
35897,AL,Post Office or large volume customer,Huntsville,1,1
35898,AL,ZIP Code Area,Huntsville,1,1
35899,AL,Post Office or large volume customer,Huntsville,1,1
35901,AL,ZIP Code Area,Gadsden,1,1
35902,AL,Post Office or large volume customer,Gadsden,1,1
35903,AL,ZIP Code Area,Gadsden,1,1
35904,AL,ZIP Code Area,Gadsden,1,1
35905,AL,ZIP Code Area,Gadsden,2,2
35906,AL,ZIP Code Area,Rainbow City,2,2
35907,AL,ZIP Code Area,Gadsden,1,1
35950,AL,ZIP Code Area,Albertville,4,4
35951,AL,ZIP Code Area,Albertville,5,5
35952,AL,ZIP Code Area,Altoona,3,3
35953,AL,ZIP Code Area,Ashville,3,3
35954,AL,ZIP Code Area,Attalla,1,1
35956,AL,ZIP Code Area,Boaz,5,5
35957,AL,ZIP Code Area,Boaz,4,4
35958,AL,ZIP Code Area,Bryant,2,2
35959,AL,ZIP Code Area,Cedar Bluff,3,3
35960,AL,ZIP Code Area,Centre,3,3
35961,AL,ZIP Code Area,Collinsville,10,10
35962,AL,ZIP Code Area,Crossville,5,5
35963,AL,ZIP Code Area,Dawson,5,5
35964,AL,Post Office or large volume customer,Douglas,5,5
35966,AL,ZIP Code Area,Flat Rock,2,2
35967,AL,ZIP Code Area,Fort Payne,7,7
35968,AL,ZIP Code Area,Fort Payne,8,8
35971,AL,ZIP Code Area,Fyffe,10,10
35972,AL,ZIP Code Area,Gallant,2,2
35973,AL,ZIP Code Area,Gaylesville,3,3
35974,AL,ZIP Code Area,Geraldine,5,5
35975,AL,ZIP Code Area,Groveoak,10,10
35976,AL,ZIP Code Area,Guntersville,4,4
35978,AL,ZIP Code Area,Henagar,8,8
35979,AL,ZIP Code Area,Higdon,3,3
35980,AL,ZIP Code Area,Horton,5,5
35981,AL,ZIP Code Area,Ider,3,3
35983,AL,ZIP Code Area,Leesburg,10,10
35984,AL,ZIP Code Area,Mentone,9,9
35986,AL,ZIP Code Area,Rainsville,10,10
35987,AL,ZIP Code Area,Steele,2,2
35988,AL,ZIP Code Area,Sylvania,10,10
35989,AL,ZIP Code Area,Valley Head,9,9
35990,AL,Post Office or large volume customer,Walnut Grove,3,3
36003,AL,ZIP Code Area,Autaugaville,2,2
36005,AL,ZIP Code Area,Banks,5,5
36006,AL,ZIP Code Area,Billingsley,2,2
36008,AL,ZIP Code Area,Booth,2,2
36009,AL,ZIP Code Area,Brantley,10,10
36010,AL,ZIP Code Area,Brundidge,5,5
36013,AL,ZIP Code Area,Cecil,2,2
36015,AL,Post Office or large volume customer,Chapman,10,10
36016,AL,ZIP Code Area,Clayton,8,8
36017,AL,ZIP Code Area,Clio,6,6
36020,AL,ZIP Code Area,Coosada,2,2
36022,AL,ZIP Code Area,Deatsville,2,2
36023,AL,Post Office or large volume customer,East Tallassee,10,10.1
36024,AL,ZIP Code Area,Eclectic,2,2
36025,AL,ZIP Code Area,Elmore,2,2
36026,AL,ZIP Code Area,Equality,9,9
36027,AL,ZIP Code Area,Eufaula,7,7
36028,AL,ZIP Code Area,Dozier,8,8
36029,AL,ZIP Code Area,Fitzpatrick,3,3
36030,AL,ZIP Code Area,Forest Home,10,10
36031,AL,ZIP Code Area,Fort Davis,10,10.1
36032,AL,ZIP Code Area,Fort Deposit,2,2
36033,AL,ZIP Code Area,Georgiana,10,10
36034,AL,ZIP Code Area,Glenwood,5,5
36035,AL,ZIP Code Area,Goshen,5,5
36036,AL,ZIP Code Area,Grady,2,2
36037,AL,ZIP Code Area,Greenville,10,10
36038,AL,ZIP Code Area,Gantt,8,8
36039,AL,ZIP Code Area,Hardaway,2,2
36040,AL,ZIP Code Area,Hayneville,2,2
36041,AL,ZIP Code Area,Highland Home,2,2
36042,AL,ZIP Code Area,Honoraville,2,2
36043,AL,ZIP Code Area,Hope Hull,2,2
36045,AL,Post Office or large volume customer,Kent,2,2
36046,AL,ZIP Code Area,Lapine,2,2
36047,AL,ZIP Code Area,Letohatchee,2,2
36048,AL,ZIP Code Area,Louisville,10,10
36049,AL,ZIP Code Area,Luverne,10,10
36051,AL,ZIP Code Area,Marbury,2,2
36052,AL,ZIP Code Area,Mathews,2,2
36053,AL,ZIP Code Area,Midway,10,10
36054,AL,ZIP Code Area,Millbrook,1,1
36057,AL,Post Office or large volume customer,Mount Meigs,2,2
36061,AL,Post Office or large volume customer,Perote,5,5
36062,AL,Post Office or large volume customer,Petrey,2,2
36064,AL,ZIP Code Area,Pike Road,2,2
36065,AL,Post Office or large volume customer,Pine Level,2,2
36066,AL,ZIP Code Area,Prattville,1,1
36067,AL,ZIP Code Area,Prattville,1,1
36068,AL,Post Office or large volume customer,Prattville,1,1
36069,AL,ZIP Code Area,Ramer,2,2
36071,AL,ZIP Code Area,Rutledge,10,10
36072,AL,Post Office or large volume customer,Eufaula,8,8
36075,AL,ZIP Code Area,Shorter,2,2
36078,AL,ZIP Code Area,Tallassee,10,10
36079,AL,ZIP Code Area,Troy,4,4
36080,AL,ZIP Code Area,Titus,2,2
36081,AL,ZIP Code Area,Troy,4,4
36082,AL,ZIP Code Area,Troy,4,4
36083,AL,ZIP Code Area,Tuskegee,7,7
36087,AL,Post Office or large volume customer,Tuskegee Institute,7,7
36088,AL,ZIP Code Area,Tuskegee Institute,7,7
36089,AL,ZIP Code Area,Union Springs,2,2
36091,AL,ZIP Code Area,Verbena,3,3
36092,AL,ZIP Code Area,Wetumpka,2,2
36093,AL,ZIP Code Area,Wetumpka,2,2
36101,AL,Post Office or large volume customer,Montgomery,1,1
36102,AL,Post Office or large volume customer,Montgomery,1,1
36103,AL,Post Office or large volume customer,Montgomery,1,1
36104,AL,ZIP Code Area,Montgomery,1,1
36105,AL,ZIP Code Area,Montgomery,1,1
36106,AL,ZIP Code Area,Montgomery,1,1
36107,AL,ZIP Code Area,Montgomery,1,1
36108,AL,ZIP Code Area,Montgomery,1,1
36109,AL,ZIP Code Area,Montgomery,1,1
36110,AL,ZIP Code Area,Montgomery,1,1
36111,AL,ZIP Code Area,Montgomery,1,1
36112,AL,ZIP Code Area,Montgomery,1,1
36113,AL,ZIP Code Area,Montgomery,1,1
36114,AL,ZIP Code Area,Montgomery,1,1
36115,AL,ZIP Code Area,Montgomery,1,1
36116,AL,ZIP Code Area,Montgomery,1,1
36117,AL,ZIP Code Area,Montgomery,1,1
36118,AL,Post Office or large volume customer,Montgomery,1,1
36119,AL,Post Office or large volume customer,Montgomery,1,1
36120,AL,Post Office or large volume customer,Montgomery,1,1
36121,AL,Post Office or large volume customer,Montgomery,1,1
36123,AL,Post Office or large volume customer,Montgomery,1,1
36124,AL,Post Office or large volume customer,Montgomery,1,1
36125,AL,Post Office or large volume customer,Montgomery,1,1
36130,AL,ZIP Code Area,Montgomery,1,1
36131,AL,Post Office or large volume customer,Montgomery,1,1
36132,AL,Post Office or large volume customer,Montgomery,1,1
36135,AL,Post Office or large volume customer,Montgomery,1,1
36140,AL,Post Office or large volume customer,Montgomery,1,1
36141,AL,Post Office or large volume customer,Montgomery,1,1
36142,AL,Post Office or large volume customer,Montgomery,1,1
36177,AL,Post Office or large volume customer,Montgomery,1,1
36191,AL,Post Office or large volume customer,Montgomery,1,1
36201,AL,ZIP Code Area,Anniston,1,1
36202,AL,Post Office or large volume customer,Anniston,1,1
36203,AL,ZIP Code Area,Oxford,1,1
36204,AL,Post Office or large volume customer,Anniston,1,1
36205,AL,ZIP Code Area,Anniston,1,1
36206,AL,ZIP Code Area,Anniston,1,1
36207,AL,ZIP Code Area,Anniston,1,1
36250,AL,ZIP Code Area,Alexandria,2,2
36251,AL,ZIP Code Area,Ashland,10,10
36253,AL,Post Office or large volume customer,Bynum,1,1
36254,AL,Post Office or large volume customer,Choccolocco,2,2
36255,AL,ZIP Code Area,Cragford,10,10
36256,AL,ZIP Code Area,Daviston,9,9
36257,AL,Post Office or large volume customer,De Armanville,1,1
36258,AL,ZIP Code Area,Delta,10,10
36260,AL,ZIP Code Area,Eastaboga,2,2
36261,AL,Post Office or large volume customer,Edwardsville,2,2
36262,AL,ZIP Code Area,Fruithurst,6,6
36263,AL,ZIP Code Area,Graham,6,6
36264,AL,ZIP Code Area,Heflin,2,2
36265,AL,ZIP Code Area,Jacksonville,1,1
36266,AL,ZIP Code Area,Lineville,10,10
36267,AL,ZIP Code Area,Millerville,10,10
36268,AL,ZIP Code Area,Munford,2,2
36269,AL,ZIP Code Area,Muscadine,6,6
36271,AL,ZIP Code Area,Ohatchee,2,2
36272,AL,ZIP Code Area,Piedmont,2,2
36273,AL,ZIP Code Area,Ranburne,5,5
36274,AL,ZIP Code Area,Roanoke,10,10
36275,AL,Post Office or large volume customer,Spring Garden,3,3
36276,AL,ZIP Code Area,Wadley,10,10
36277,AL,ZIP Code Area,Weaver,1,1
36278,AL,ZIP Code Area,Wedowee,10,10
36279,AL,ZIP Code Area,Wellington,2,2
36280,AL,ZIP Code Area,Woodland,6,6
36301,AL,ZIP Code Area,Dothan,1,1
36302,AL,Post Office or large volume customer,Dothan,1,1
36303,AL,ZIP Code Area,Dothan,1,1
36304,AL,Post Office or large volume customer,Dothan,1,1
36305,AL,ZIP Code Area,Dothan,1,1
36310,AL,ZIP Code Area,Abbeville,2,2
36311,AL,ZIP Code Area,Ariton,6,6
36312,AL,ZIP Code Area,Ashford,2,2
36313,AL,Post Office or large volume customer,Bellwood,10,10
36314,AL,ZIP Code Area,Black,2,2
36316,AL,ZIP Code Area,Chancellor,10,10
36317,AL,ZIP Code Area,Clopton,10,10
36318,AL,ZIP Code Area,Coffee Springs,10,10
36319,AL,ZIP Code Area,Columbia,2,2
36320,AL,ZIP Code Area,Cottonwood,2,2
36321,AL,ZIP Code Area,Cowarts,2,2
36322,AL,ZIP Code Area,Daleville,7,7
36323,AL,ZIP Code Area,Elba,5,5
36330,AL,ZIP Code Area,Enterprise,4,4
36331,AL,Post Office or large volume customer,Enterprise,4,4
36340,AL,ZIP Code Area,Geneva,10,10
36343,AL,ZIP Code Area,Gordon,2,2
36344,AL,ZIP Code Area,Hartford,2,2
36345,AL,ZIP Code Area,Headland,2,2
36346,AL,ZIP Code Area,Jack,5,5
36349,AL,ZIP Code Area,Malvern,2,2
36350,AL,ZIP Code Area,Midland City,2,2
36351,AL,ZIP Code Area,New Brockton,5,5
36352,AL,ZIP Code Area,Newton,2,2
36353,AL,ZIP Code Area,Newville,2,2
36360,AL,ZIP Code Area,Ozark,4,4
36361,AL,Post Office or large volume customer,Ozark,4,4
36362,AL,ZIP Code Area,Fort Novosel,7,7
36370,AL,ZIP Code Area,Pansey,2,2
36371,AL,Post Office or large volume customer,Pinckard,2,2
36373,AL,ZIP Code Area,Shorterville,2,2
36374,AL,ZIP Code Area,Skipperville,6,6
36375,AL,ZIP Code Area,Slocomb,2,2
36376,AL,ZIP Code Area,Webb,2,2
36401,AL,ZIP Code Area,Evergreen,10,10
36420,AL,ZIP Code Area,Andalusia,7,7
36421,AL,ZIP Code Area,Andalusia,8,8
36425,AL,ZIP Code Area,Beatrice,10,10
36426,AL,ZIP Code Area,Brewton,10,10
36427,AL,Post Office or large volume customer,Brewton,7,7
36429,AL,Post Office or large volume customer,Brooklyn,10,10
36432,AL,ZIP Code Area,Castleberry,9,9
36435,AL,ZIP Code Area,Coy,10,10
36436,AL,ZIP Code Area,Dickinson,10,10
36439,AL,Post Office or large volume customer,Excel,10,10
36441,AL,ZIP Code Area,Flomaton,10,10
36442,AL,ZIP Code Area,Florala,10,10
36444,AL,ZIP Code Area,Franklin,10,10
36445,AL,ZIP Code Area,Frisco City,10,10
36446,AL,Post Office or large volume customer,Fulton,10,10
36449,AL,Post Office or large volume customer,Uriah,10,10
36451,AL,ZIP Code Area,Grove Hill,10,10
36453,AL,ZIP Code Area,Kinston,10,10
36454,AL,ZIP Code Area,Lenox,10,10
36455,AL,ZIP Code Area,Lockhart,10,10
36456,AL,ZIP Code Area,Mc Kenzie,10,10
36457,AL,Post Office or large volume customer,Megargel,10,10
36458,AL,Post Office or large volume customer,Mexia,10,10
36460,AL,ZIP Code Area,Monroeville,10,10
36461,AL,Post Office or large volume customer,Monroeville,10,10
36467,AL,ZIP Code Area,Opp,7,7
36470,AL,Post Office or large volume customer,Perdue Hill,10,10
36471,AL,ZIP Code Area,Peterman,10,10
36473,AL,ZIP Code Area,Range,10,10
36474,AL,ZIP Code Area,Red Level,8,8
36475,AL,ZIP Code Area,Repton,10,10
36476,AL,Post Office or large volume customer,River Falls,7,7
36477,AL,ZIP Code Area,Samson,10,10
36480,AL,ZIP Code Area,Uriah,10,10
36481,AL,ZIP Code Area,Vredenburgh,10,10
36482,AL,ZIP Code Area,Whatley,10,10
36483,AL,ZIP Code Area,Wing,8,8
36502,AL,ZIP Code Area,Atmore,7,7
36503,AL,Post Office or large volume customer,Atmore,7,7
36504,AL,Post Office or large volume customer,Atmore,7,7
36505,AL,ZIP Code Area,Axis,2,2
36507,AL,ZIP Code Area,Bay Minette,7,7
36509,AL,ZIP Code Area,Bayou la Batre,2,2
36511,AL,ZIP Code Area,Bon Secour,5,5
36512,AL,Post Office or large volume customer,Bucks,2,2
36513,AL,Post Office or large volume customer,Calvert,2,2
36518,AL,ZIP Code Area,Chatom,10,10
36521,AL,ZIP Code Area,Chunchula,2,2
36522,AL,ZIP Code Area,Citronelle,2,2
36523,AL,ZIP Code Area,Coden,2,2
36524,AL,ZIP Code Area,Coffeeville,10,10
36525,AL,ZIP Code Area,Creola,2,2
36526,AL,ZIP Code Area,Daphne,1,1
36527,AL,ZIP Code Area,Daphne,1,1
36528,AL,ZIP Code Area,Dauphin Island,10,10.1
36529,AL,ZIP Code Area,Deer Park,3,3
36530,AL,ZIP Code Area,Elberta,5,5
36532,AL,ZIP Code Area,Fairhope,1,1
36533,AL,Post Office or large volume customer,Fairhope,1,1
36535,AL,ZIP Code Area,Foley,4,4
36536,AL,Post Office or large volume customer,Foley,4,4
36538,AL,ZIP Code Area,Frankville,10,10
36539,AL,ZIP Code Area,Fruitdale,3,3
36540,AL,ZIP Code Area,Gainestown,10,10
36541,AL,ZIP Code Area,Grand Bay,2,2
36542,AL,ZIP Code Area,Gulf Shores,4,4
36543,AL,Post Office or large volume customer,Huxford,10,10
36544,AL,ZIP Code Area,Irvington,2,2
36545,AL,ZIP Code Area,Jackson,10,10
36547,AL,Post Office or large volume customer,Gulf Shores,4,4
36548,AL,ZIP Code Area,Leroy,3,3
36549,AL,ZIP Code Area,Lillian,1,1
36550,AL,ZIP Code Area,Little River,8,8
36551,AL,ZIP Code Area,Loxley,3,3
36553,AL,ZIP Code Area,Mc Intosh,2,2
36555,AL,ZIP Code Area,Magnolia Springs,5,5
36556,AL,Post Office or large volume customer,Malcolm,2,2
36558,AL,ZIP Code Area,Millry,3,3
36559,AL,Post Office or large volume customer,Montrose,1,1
36560,AL,ZIP Code Area,Mount Vernon,2,2
36561,AL,ZIP Code Area,Orange Beach,1,1
36562,AL,ZIP Code Area,Perdido,9,9
36564,AL,Post Office or large volume customer,Point Clear,1,1
36567,AL,ZIP Code Area,Robertsdale,7,7
36568,AL,Post Office or large volume customer,Saint Elmo,1,1
36569,AL,ZIP Code Area,Saint Stephens,3,3
36571,AL,ZIP Code Area,Saraland,1,1
36572,AL,ZIP Code Area,Satsuma,1,1
36574,AL,ZIP Code Area,Seminole,10,10
36575,AL,ZIP Code Area,Semmes,1,1
36576,AL,ZIP Code Area,Silverhill,2,2
36577,AL,Post Office or large volume customer,Spanish Fort,1,1
36578,AL,ZIP Code Area,Stapleton,3,3
36579,AL,ZIP Code Area,Stockton,8,8
36580,AL,ZIP Code Area,Summerdale,5,5
36581,AL,ZIP Code Area,Sunflower,3,3
36582,AL,ZIP Code Area,Theodore,1,1
36583,AL,ZIP Code Area,Tibbie,3,3
36584,AL,ZIP Code Area,Vinegar Bend,3,3
36585,AL,ZIP Code Area,Wagarville,3,3
36587,AL,ZIP Code Area,Wilmer,2,2
36590,AL,Post Office or large volume customer,Theodore,1,1
36601,AL,Post Office or large volume customer,Mobile,1,1
36602,AL,ZIP Code Area,Mobile,1,1
36603,AL,ZIP Code Area,Mobile,1,1
36604,AL,ZIP Code Area,Mobile,1,1
36605,AL,ZIP Code Area,Mobile,1,1
36606,AL,ZIP Code Area,Mobile,1,1
36607,AL,ZIP Code Area,Mobile,1,1
36608,AL,ZIP Code Area,Mobile,1,1
36609,AL,ZIP Code Area,Mobile,1,1
36610,AL,ZIP Code Area,Mobile,1,1
36611,AL,ZIP Code Area,Mobile,1,1
36612,AL,ZIP Code Area,Mobile,1,1
36613,AL,ZIP Code Area,Eight Mile,1,1
36615,AL,ZIP Code Area,Mobile,1,1
36616,AL,Post Office or large volume customer,Mobile,1,1
36617,AL,ZIP Code Area,Mobile,1,1
36618,AL,ZIP Code Area,Mobile,1,1
36619,AL,ZIP Code Area,Mobile,1,1
36628,AL,Post Office or large volume customer,Mobile,1,1
36633,AL,Post Office or large volume customer,Mobile,1,1
36640,AL,Post Office or large volume customer,Mobile,1,1
36641,AL,Post Office or large volume customer,Mobile,1,1
36644,AL,Post Office or large volume customer,Mobile,1,1
36652,AL,Post Office or large volume customer,Mobile,1,1
36660,AL,Post Office or large volume customer,Mobile,1,1
36663,AL,Post Office or large volume customer,Mobile,1,1
36670,AL,Post Office or large volume customer,Mobile,1,1
36671,AL,Post Office or large volume customer,Mobile,1,1
36675,AL,Post Office or large volume customer,Mobile,1,1
36685,AL,Post Office or large volume customer,Mobile,1,1
36688,AL,ZIP Code Area,Mobile,1,1
